State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Number,Percent of population,NumberEmployed,Percent of populationEmployed,NumberUnemployed,RateUnemplo
29,37,Missouri,"Women, 45 to 54 years",399    ,309    ,77.4    ,294    ,73.5    ,16    ,5.1    
29,38,Missouri,"Women, 55 to 64 years",391    ,252    ,64.6    ,242    ,62.1    ,10    ,3.9    
29,39,Missouri,"Women, 65 years and over",530    ,78    ,14.7    ,73    ,13.7    ,5    ,6.2    
29,40,Missouri,"White, 16 to 19 years",265    ,110    ,41.7    ,98    ,36.9    ,13    ,11.5    
29,41,Missouri,"White, 20 to 24 years",304    ,245    ,80.5    ,224    ,73.9    ,20    ,8.2    
29,42,Missouri,"White, 25 to 34 years",621    ,538    ,86.6    ,514    ,82.6    ,25    ,4.6    
29,43,Missouri,"White, 35 to 44 years",642    ,536    ,83.6    ,515    ,80.2    ,21    ,4.0    
29,44,Missouri,"White, 45 to 54 years",679    ,560    ,82.6    ,533    ,78.6    ,27    ,4.9    
29,45,Missouri,"White, 55 to 64 years",649    ,432    ,66.5    ,415    ,63.9    ,17    ,3.9    
29,46,Missouri,"White, 65 years and over",858    ,163    ,18.9    ,155    ,18.0    ,8    ,4.8    
29,48,Missouri,"Black or African American, 20 to 24 years",52    ,41    ,78.4    ,30    ,57.7    ,11    ,26.4    
29,49,Missouri,"Black or African American, 25 to 34 years",99    ,82    ,83.2    ,68    ,68.3    ,15    ,17.9    
29,50,Missouri,"Black or African American, 35 to 44 years",94    ,78    ,82.9    ,71    ,75.8    ,7    ,8.6    
29,51,Missouri,"Black or African American, 45 to 54 years",88    ,64    ,73.4    ,58    ,65.9    ,7    ,10.2    
29,52,Missouri,"Black or African American, 55 to 64 years",79    ,49    ,61.7    ,44    ,56.4    ,4    ,8.6    
30,01,Montana,Total,808    ,524    ,64.8    ,500    ,61.8    ,24    ,4.6    
30,02,Montana,Men,402    ,277    ,68.9    ,262    ,65.2    ,15    ,5.4    
30,03,Montana,Women,407    ,247    ,60.8    ,238    ,58.6    ,9    ,3.7    
30,04,Montana,White,749    ,489    ,65.2    ,468    ,62.4    ,21    ,4.3    
30,05,Montana,"White, men",374    ,259    ,69.4    ,246    ,65.8    ,13    ,5.1    
30,06,Montana,"White, women",376    ,230    ,61.2    ,222    ,59.1    ,8    ,3.4    
30,13,Montana,Hispanic or Latino ethnicity,18    ,13    ,68.9    ,11    ,62.5    ,1    ,9.4    
30,16,Montana,"Married men, spouse present",212    ,149    ,70.4    ,144    ,68.0    ,5    ,3.4    
30,17,Montana,"Married women, spouse present",213    ,135    ,63.5    ,131    ,61.7    ,4    ,2.8    
30,18,Montana,Women who maintain families,35    ,22    ,62.5    ,21    ,59.3    ,1    ,5.1    
30,19,Montana,"Total, 16 to 19 years",49    ,22    ,45.3    ,20    ,42.0    ,2    ,7.3    
30,20,Montana,"Total, 20 to 24 years",73    ,56    ,77.0    ,52    ,71.1    ,4    ,7.6    
30,21,Montana,"Total, 25 to 34 years",131    ,110    ,83.9    ,105    ,80.1    ,5    ,4.5    
30,22,Montana,"Total, 35 to 44 years",110    ,98    ,88.5    ,94    ,85.2    ,4    ,3.7    
30,23,Montana,"Total, 45 to 54 years",122    ,101    ,82.2    ,97    ,78.8    ,4    ,4.0    
30,24,Montana,"Total, 55 to 64 years",153    ,101    ,66.1    ,97    ,63.2    ,5    ,4.5    
30,25,Montana,"Total, 65 years and over",170    ,37    ,21.7    ,36    ,21.0    ,1    ,3.1    
30,27,Montana,"Men, 20 to 24 years",38    ,31    ,82.8    ,29    ,76.3    ,2    ,7.8    
30,28,Montana,"Men, 25 to 34 years",66    ,61    ,91.4    ,57    ,86.7    ,3    ,5.2    
30,29,Montana,"Men, 35 to 44 years",57    ,52    ,91.8    ,50    ,87.7    ,2    ,4.5    
30,30,Montana,"Men, 45 to 54 years",59    ,51    ,86.6    ,49    ,82.2    ,3    ,5.1    
30,31,Montana,"Men, 55 to 64 years",73    ,49    ,67.3    ,46    ,63.5    ,3    ,5.7    
30,32,Montana,"Men, 65 years and over",85    ,22    ,26.3    ,22    ,25.5    ,1    ,2.8    
30,33,Montana,"Women, 16 to 19 years",26    ,12    ,48.6    ,12    ,46.4    ,1    ,4.5    
30,34,Montana,"Women, 20 to 24 years",35    ,25    ,70.8    ,23    ,65.6    ,2    ,7.3    
30,35,Montana,"Women, 25 to 34 years",64    ,49    ,76.2    ,47    ,73.3    ,2    ,3.8    
30,36,Montana,"Women, 35 to 44 years",53    ,45    ,85.0    ,44    ,82.6    ,1    ,2.8    
30,37,Montana,"Women, 45 to 54 years",63    ,49    ,78.0    ,48    ,75.7    ,1    ,3.0    
30,38,Montana,"Women, 55 to 64 years",80    ,52    ,65.1    ,50    ,62.9    ,2    ,3.4    
30,39,Montana,"Women, 65 years and over",86    ,15    ,17.2    ,14    ,16.6    ,1    ,3.6    
30,40,Montana,"White, 16 to 19 years",43    ,20    ,47.5    ,19    ,44.4    ,1    ,6.6    
30,41,Montana,"White, 20 to 24 years",65    ,52    ,79.8    ,48    ,74.1    ,4    ,7.2    
30,42,Montana,"White, 25 to 34 years",116    ,100    ,85.8    ,96    ,82.3    ,4    ,4.0    
30,43,Montana,"White, 35 to 44 years",102    ,91    ,89.0    ,88    ,86.1    ,3    ,3.3    
30,44,Montana,"White, 45 to 54 years",112    ,94    ,83.3    ,90    ,80.2    ,4    ,3.8    
30,45,Montana,"White, 55 to 64 years",146    ,97    ,66.9    ,93    ,64.0    ,4    ,4.4    
30,46,Montana,"White, 65 years and over",165    ,35    ,21.2    ,34    ,20.5    ,1    ,3.3    
31,01,Nebraska,Total,"1,434    ","1,016    ",70.8    ,983    ,68.5    ,33    ,3.3    
31,02,Nebraska,Men,705    ,535    ,75.9    ,516    ,73.3    ,19    ,3.5    
31,03,Nebraska,Women,730    ,481    ,65.9    ,466    ,63.9    ,15    ,3.1    
31,04,Nebraska,White,"1,309    ",927    ,70.8    ,900    ,68.8    ,27    ,2.9    
31,05,Nebraska,"White, men",642    ,487    ,75.8    ,472    ,73.5    ,15    ,3.1    
31,06,Nebraska,"White, women",667    ,440    ,66.0    ,428    ,64.2    ,12    ,2.8    
31,07,Nebraska,Black or African American,58    ,43    ,74.4    ,39    ,68.2    ,4    ,8.3    
31,13,Nebraska,Hispanic or Latino ethnicity,135    ,102    ,75.6    ,97    ,71.3    ,6    ,5.7    
31,14,Nebraska,"Hispanic or Latino ethnicity, men",69    ,59    ,86.0    ,56    ,80.5    ,4    ,6.4    
31,15,Nebraska,"Hispanic or Latino ethnicity, women",66    ,43    ,64.8    ,41    ,61.7    ,2    ,4.8    
31,16,Nebraska,"Married men, spouse present",380    ,299    ,78.8    ,293    ,77.1    ,7    ,2.2    
31,17,Nebraska,"Married women, spouse present",368    ,253    ,68.6    ,249    ,67.6    ,4    ,1.4    
31,18,Nebraska,Women who maintain families,68    ,49    ,72.8    ,48    ,70.1    ,2    ,3.7    
31,19,Nebraska,"Total, 16 to 19 years",90    ,47    ,51.8    ,42    ,46.0    ,5    ,11.3    
31,20,Nebraska,"Total, 20 to 24 years",139    ,113    ,81.0    ,107    ,76.9    ,6    ,5.0    
31,21,Nebraska,"Total, 25 to 34 years",265    ,228    ,86.2    ,221    ,83.3    ,8    ,3.4    
31,22,Nebraska,"Total, 35 to 44 years",209    ,184    ,88.1    ,179    ,86.0    ,4    ,2.3    
31,23,Nebraska,"Total, 45 to 54 years",239    ,210    ,87.8    ,206    ,86.1    ,4    ,2.0    
31,24,Nebraska,"Total, 55 to 64 years",225    ,168    ,74.8    ,165    ,73.4    ,3    ,1.9    
31,25,Nebraska,"Total, 65 years and over",267    ,66    ,24.6    ,63    ,23.5    ,3    ,4.4    
31,27,Nebraska,"Men, 20 to 24 years",73    ,61    ,82.5    ,57    ,77.3    ,4    ,6.4    
31,28,Nebraska,"Men, 25 to 34 years",128    ,118    ,92.2    ,114    ,88.9    ,4    ,3.5    
31,29,Nebraska,"Men, 35 to 44 years",109    ,103    ,94.3    ,100    ,91.9    ,3    ,2.5    
31,30,Nebraska,"Men, 45 to 54 years",123    ,113    ,92.1    ,110    ,89.8    ,3    ,2.5    
31,31,Nebraska,"Men, 55 to 64 years",106    ,84    ,79.0    ,83    ,77.8    ,1    ,1.5    
31,32,Nebraska,"Men, 65 years and over",121    ,35    ,29.1    ,34    ,27.7    ,2    ,4.9    
31,33,Nebraska,"Women, 16 to 19 years",47    ,26    ,55.2    ,23    ,48.5    ,3    ,12.1    
31,34,Nebraska,"Women, 20 to 24 years",66    ,52    ,79.3    ,50    ,76.5    ,2    ,3.5    
31,35,Nebraska,"Women, 25 to 34 years",136    ,110    ,80.6    ,106    ,78.0    ,4    ,3.2    
31,36,Nebraska,"Women, 35 to 44 years",100    ,81    ,81.3    ,79    ,79.5    ,2    ,2.2    
31,37,Nebraska,"Women, 45 to 54 years",117    ,97    ,83.4    ,96    ,82.2    ,1    ,1.5    
31,38,Nebraska,"Women, 55 to 64 years",119    ,84    ,71.1    ,83    ,69.4    ,2    ,2.3    
31,39,Nebraska,"Women, 65 years and over",146    ,30    ,20.9    ,29    ,20.1    ,1    ,3.9    
31,40,Nebraska,"White, 16 to 19 years",79    ,42    ,52.5    ,37    ,47.2    ,4    ,10.2    
31,41,Nebraska,"White, 20 to 24 years",122    ,99    ,80.5    ,94    ,76.8    ,4    ,4.5    
31,42,Nebraska,"White, 25 to 34 years",234    ,204    ,87.2    ,199    ,85.0    ,5    ,2.6    
31,43,Nebraska,"White, 35 to 44 years",184    ,162    ,88.4    ,159    ,86.6    ,3    ,2.0    
31,44,Nebraska,"White, 45 to 54 years",220    ,196    ,89.1    ,192    ,87.3    ,4    ,2.0    
31,45,Nebraska,"White, 55 to 64 years",214    ,161    ,75.3    ,158    ,73.8    ,3    ,2.0    
31,46,Nebraska,"White, 65 years and over",256    ,63    ,24.7    ,60    ,23.7    ,3    ,4.1    
31,63,Nebraska,"Hispanic or Latino ethnicity, 25 to 34 years",36    ,30    ,84.0    ,29    ,80.1    ,1    ,4.6    
31,64,Nebraska,"Hispanic or Latino ethnicity, 35 to 44 years",29    ,26    ,87.8    ,24    ,82.9    ,1    ,5.6    
32,01,Nevada,Total,"2,210    ","1,396    ",63.2    ,"1,288    ",58.3    ,108    ,7.7    
32,02,Nevada,Men,"1,097    ",768    ,70.0    ,712    ,64.9    ,56    ,7.3    
32,03,Nevada,Women,"1,112    ",628    ,56.5    ,576    ,51.8    ,52    ,8.3    
32,04,Nevada,White,"1,679    ","1,061    ",63.2    ,984    ,58.6    ,77    ,7.3    
32,05,Nevada,"White, men",848    ,595    ,70.2    ,554    ,65.3    ,41    ,6.9    
32,06,Nevada,"White, women",831    ,466    ,56.2    ,430    ,51.8    ,36    ,7.8    
32,07,Nevada,Black or African American,187    ,114    ,61.0    ,96    ,51.6    ,18    ,15.4    
32,08,Nevada,"Black or African American, men",87    ,53    ,61.0    ,46    ,52.3    ,8    ,14.3    
32,09,Nevada,"Black or African American, women",99    ,61    ,61.0    ,51    ,51.0    ,10    ,16.4    
32,10,Nevada,Asian,182    ,110    ,60.2    ,106    ,58.3    ,3    ,3.2    
32,11,Nevada,"Asian, men",79    ,57    ,71.3    ,55    ,69.2    ,2    ,3.0    
32,12,Nevada,"Asian, women",103    ,53    ,51.7    ,51    ,49.9    ,2    ,3.3    
32,13,Nevada,Hispanic or Latino ethnicity,522    ,373    ,71.5    ,345    ,66.1    ,28    ,7.5    
32,14,Nevada,"Hispanic or Latino ethnicity, men",264    ,215    ,81.3    ,200    ,75.7    ,15    ,6.8    
32,15,Nevada,"Hispanic or Latino ethnicity, women",258    ,159    ,61.4    ,145    ,56.3    ,13    ,8.4    
32,16,Nevada,"Married men, spouse present",528    ,387    ,73.2    ,369    ,69.9    ,18    ,4.6    
32,17,Nevada,"Married women, spouse present",520    ,285    ,54.9    ,270    ,51.9    ,15    ,5.3    
32,18,Nevada,Women who maintain families,143    ,101    ,70.9    ,90    ,62.8    ,12    ,11.4    
32,19,Nevada,"Total, 16 to 19 years",144    ,47    ,32.6    ,35    ,24.2    ,12    ,25.7    
32,20,Nevada,"Total, 20 to 24 years",190    ,145    ,76.5    ,129    ,68.0    ,16    ,11.1    
32,21,Nevada,"Total, 25 to 34 years",379    ,312    ,82.4    ,291    ,76.8    ,21    ,6.7    
32,22,Nevada,"Total, 35 to 44 years",383    ,316    ,82.6    ,294    ,76.7    ,23    ,7.1    
32,23,Nevada,"Total, 45 to 54 years",383    ,302    ,78.9    ,284    ,74.2    ,18    ,5.9    
32,24,Nevada,"Total, 55 to 64 years",327    ,198    ,60.6    ,188    ,57.4    ,11    ,5.3    
32,25,Nevada,"Total, 65 years and over",405    ,75    ,18.6    ,67    ,16.7    ,8    ,10.5    
32,26,Nevada,"Men, 16 to 19 years",69    ,23    ,33.6    ,18    ,26.7    ,5    ,20.5    
32,27,Nevada,"Men, 20 to 24 years",97    ,80    ,82.5    ,70    ,72.1    ,10    ,12.6    
32,28,Nevada,"Men, 25 to 34 years",189    ,174    ,92.2    ,164    ,86.6    ,11    ,6.1    
32,29,Nevada,"Men, 35 to 44 years",197    ,178    ,90.4    ,165    ,83.9    ,13    ,7.2    
32,30,Nevada,"Men, 45 to 54 years",195    ,168    ,86.0    ,159    ,81.5    ,9    ,5.3    
32,31,Nevada,"Men, 55 to 64 years",154    ,105    ,68.3    ,100    ,65.0    ,5    ,4.8    
32,32,Nevada,"Men, 65 years and over",197    ,40    ,20.5    ,36    ,18.5    ,4    ,9.9    
32,33,Nevada,"Women, 16 to 19 years",75    ,24    ,31.6    ,16    ,21.9    ,7    ,30.9    
32,34,Nevada,"Women, 20 to 24 years",93    ,65    ,70.2    ,59    ,63.7    ,6    ,9.2    
32,35,Nevada,"Women, 25 to 34 years",190    ,138    ,72.6    ,127    ,67.2    ,10    ,7.5    
32,36,Nevada,"Women, 35 to 44 years",186    ,139    ,74.4    ,129    ,69.2    ,10    ,7.1    
32,37,Nevada,"Women, 45 to 54 years",188    ,135    ,71.5    ,126    ,66.7    ,9    ,6.8    
32,38,Nevada,"Women, 55 to 64 years",173    ,93    ,53.7    ,88    ,50.6    ,5    ,5.9    
32,39,Nevada,"Women, 65 years and over",207    ,35    ,16.9    ,31    ,15.0    ,4    ,11.2    
32,40,Nevada,"White, 16 to 19 years",110    ,38    ,34.7    ,28    ,25.6    ,10    ,26.3    
32,41,Nevada,"White, 20 to 24 years",136    ,105    ,77.4    ,95    ,69.6    ,11    ,10.0    
32,42,Nevada,"White, 25 to 34 years",275    ,227    ,82.7    ,214    ,77.9    ,13    ,5.9    
32,43,Nevada,"White, 35 to 44 years",290    ,241    ,83.1    ,226    ,77.7    ,16    ,6.5    
32,44,Nevada,"White, 45 to 54 years",297    ,233    ,78.4    ,221    ,74.5    ,12    ,5.0    
32,45,Nevada,"White, 55 to 64 years",243    ,154    ,63.3    ,145    ,59.6    ,9    ,5.7    
32,46,Nevada,"White, 65 years and over",327    ,62    ,19.1    ,55    ,16.8    ,7    ,11.8    
32,49,Nevada,"Black or African American, 25 to 34 years",34    ,28    ,83.9    ,23    ,69.4    ,5    ,17.3    
32,50,Nevada,"Black or African American, 35 to 44 years",34    ,27    ,81.1    ,23    ,66.9    ,5    ,17.4    
32,51,Nevada,"Black or African American, 45 to 54 years",30    ,22    ,71.6    ,18    ,61.0    ,3    ,14.8    
32,56,Nevada,"Asian, 25 to 34 years",29    ,22    ,75.5    ,21    ,72.4    ,1    ,4.1    
32,57,Nevada,"Asian, 35 to 44 years",28    ,24    ,84.6    ,24    ,83.6    ,( 3 ),1.2    
32,58,Nevada,"Asian, 45 to 54 years",30    ,26    ,84.5    ,24    ,80.2    ,1    ,5.1    
32,59,Nevada,"Asian, 55 to 64 years",37    ,21    ,57.2    ,21    ,56.6    ,( 3 ),1.1    
32,61,Nevada,"Hispanic or Latino ethnicity, 16 to 19 years",55    ,17    ,31.5    ,13    ,24.5    ,4    ,22.1    
32,62,Nevada,"Hispanic or Latino ethnicity, 20 to 24 years",63    ,51    ,81.9    ,47    ,74.4    ,5    ,9.1    
32,63,Nevada,"Hispanic or Latino ethnicity, 25 to 34 years",124    ,102    ,82.9    ,96    ,78.0    ,6    ,6.0    
32,64,Nevada,"Hispanic or Latino ethnicity, 35 to 44 years",114    ,94    ,82.3    ,86    ,75.2    ,8    ,8.7    
32,65,Nevada,"Hispanic or Latino ethnicity, 45 to 54 years",84    ,69    ,82.1    ,67    ,79.4    ,2    ,3.3    
32,66,Nevada,"Hispanic or Latino ethnicity, 55 to 64 years",47    ,33    ,71.4    ,31    ,66.6    ,2    ,6.7    
33,01,New Hampshire,Total,"1,079    ",739    ,68.5    ,708    ,65.6    ,31    ,4.2    
33,02,New Hampshire,Men,529    ,384    ,72.6    ,367    ,69.4    ,17    ,4.4    
33,03,New Hampshire,Women,550    ,355    ,64.5    ,341    ,61.9    ,14    ,4.0    
33,04,New Hampshire,White,"1,025    ",703    ,68.5    ,673    ,65.6    ,30    ,4.2    
33,05,New Hampshire,"White, men",503    ,365    ,72.5    ,348    ,69.2    ,16    ,4.5    
33,06,New Hampshire,"White, women",523    ,338    ,64.7    ,325    ,62.1    ,13    ,4.0    
33,07,New Hampshire,Black or African American,14    ,10    ,69.8    ,9    ,64.9    ,1    ,7.0    
33,10,New Hampshire,Asian,25    ,17    ,67.7    ,17    ,67.6    ,( 3 ),0.2    
33,11,New Hampshire,"Asian, men",12    ,9    ,73.8    ,9    ,73.6    ,( 3 ),0.4    
33,13,New Hampshire,Hispanic or Latino ethnicity,27    ,22    ,80.0    ,20    ,71.9    ,2    ,10.0    
33,14,New Hampshire,"Hispanic or Latino ethnicity, men",14    ,12    ,86.4    ,11    ,77.0    ,1    ,10.9    
33,15,New Hampshire,"Hispanic or Latino ethnicity, women",13    ,10    ,73.0    ,9    ,66.5    ,1    ,8.9    
33,16,New Hampshire,"Married men, spouse present",291    ,220    ,75.7    ,214    ,73.7    ,6    ,2.7    
33,17,New Hampshire,"Married women, spouse present",292    ,193    ,65.9    ,188    ,64.2    ,5    ,2.5    
33,18,New Hampshire,Women who maintain families,48    ,36    ,75.1    ,34    ,70.9    ,2    ,5.6    
33,19,New Hampshire,"Total, 16 to 19 years",63    ,30    ,47.5    ,26    ,41.2    ,4    ,13.3    
33,20,New Hampshire,"Total, 20 to 24 years",92    ,71    ,76.7    ,65    ,71.0    ,5    ,7.5    
33,21,New Hampshire,"Total, 25 to 34 years",158    ,135    ,85.9    ,130    ,82.2    ,6    ,4.3    
33,22,New Hampshire,"Total, 35 to 44 years",157    ,136    ,87.0    ,133    ,84.6    ,4    ,2.7    
33,23,New Hampshire,"Total, 45 to 54 years",204    ,176    ,86.2    ,171    ,83.6    ,5    ,3.0    
33,24,New Hampshire,"Total, 55 to 64 years",198    ,145    ,73.4    ,140    ,70.9    ,5    ,3.3    
33,25,New Hampshire,"Total, 65 years and over",207    ,45    ,21.9    ,43    ,20.8    ,2    ,5.0    
33,26,New Hampshire,"Men, 16 to 19 years",34    ,15    ,43.2    ,13    ,37.3    ,2    ,13.6    
33,27,New Hampshire,"Men, 20 to 24 years",44    ,34    ,76.1    ,31    ,69.6    ,3    ,8.5    
33,28,New Hampshire,"Men, 25 to 34 years",82    ,75    ,90.5    ,71    ,86.3    ,3    ,4.7    
33,29,New Hampshire,"Men, 35 to 44 years",75    ,70    ,94.0    ,68    ,91.3    ,2    ,2.9    
33,30,New Hampshire,"Men, 45 to 54 years",101    ,91    ,90.2    ,88    ,87.4    ,3    ,3.1    
33,31,New Hampshire,"Men, 55 to 64 years",97    ,74    ,75.8    ,72    ,73.4    ,2    ,3.2    
33,32,New Hampshire,"Men, 65 years and over",96    ,26    ,27.5    ,25    ,25.9    ,2    ,5.8    
33,33,New Hampshire,"Women, 16 to 19 years",30    ,15    ,52.5    ,13    ,45.6    ,2    ,13.1    
33,34,New Hampshire,"Women, 20 to 24 years",48    ,37    ,77.2    ,35    ,72.2    ,2    ,6.5    
33,35,New Hampshire,"Women, 25 to 34 years",75    ,61    ,80.9    ,58    ,77.8    ,2    ,3.8    
33,36,New Hampshire,"Women, 35 to 44 years",82    ,66    ,80.6    ,64    ,78.5    ,2    ,2.6    
33,37,New Hampshire,"Women, 45 to 54 years",104    ,85    ,82.4    ,83    ,80.0    ,3    ,3.0    
33,38,New Hampshire,"Women, 55 to 64 years",100    ,71    ,71.0    ,69    ,68.6    ,2    ,3.4    
33,39,New Hampshire,"Women, 65 years and over",112    ,19    ,17.1    ,18    ,16.4    ,1    ,3.9    
33,40,New Hampshire,"White, 16 to 19 years",61    ,29    ,47.9    ,25    ,41.5    ,4    ,13.3    
33,41,New Hampshire,"White, 20 to 24 years",87    ,68    ,77.8    ,63    ,72.2    ,5    ,7.2    
33,42,New Hampshire,"White, 25 to 34 years",144    ,126    ,87.3    ,120    ,83.4    ,6    ,4.4    
33,43,New Hampshire,"White, 35 to 44 years",145    ,126    ,86.7    ,122    ,84.1    ,4    ,3.0    
33,44,New Hampshire,"White, 45 to 54 years",195    ,169    ,86.6    ,164    ,84.0    ,5    ,3.0    
33,45,New Hampshire,"White, 55 to 64 years",190    ,141    ,74.0    ,136    ,71.6    ,4    ,3.2    
33,46,New Hampshire,"White, 65 years and over",203    ,44    ,21.8    ,42    ,20.7    ,2    ,5.1    
34,01,New Jersey,Total,"7,057    ","4,523    ",64.1    ,"4,221    ",59.8    ,302    ,6.7    
34,02,New Jersey,Men,"3,388    ","2,431    ",71.8    ,"2,262    ",66.8    ,169    ,6.9    
34,03,New Jersey,Women,"3,670    ","2,092    ",57.0    ,"1,959    ",53.4    ,133    ,6.4    
34,04,New Jersey,White,"5,336    ","3,390    ",63.5    ,"3,188    ",59.7    ,202    ,6.0    
34,05,New Jersey,"White, men","2,585    ","1,832    ",70.9    ,"1,718    ",66.5    ,114    ,6.2    
34,06,New Jersey,"White, women","2,751    ","1,557    ",56.6    ,"1,470    ",53.4    ,88    ,5.6    
34,07,New Jersey,Black or African American,982    ,633    ,64.4    ,560    ,57.0    ,73    ,11.5    
34,08,New Jersey,"Black or African American, men",438    ,306    ,70.0    ,270    ,61.7    ,36    ,11.8    
34,09,New Jersey,"Black or African American, women",545    ,327    ,60.0    ,290    ,53.3    ,36    ,11.1    
34,10,New Jersey,Asian,615    ,418    ,68.0    ,397    ,64.6    ,21    ,5.1    
34,11,New Jersey,"Asian, men",306    ,242    ,79.0    ,228    ,74.6    ,14    ,5.6    
34,12,New Jersey,"Asian, women",309    ,176    ,57.1    ,169    ,54.6    ,8    ,4.3    
34,13,New Jersey,Hispanic or Latino ethnicity,"1,259    ",859    ,68.2    ,795    ,63.1    ,65    ,7.5    
34,14,New Jersey,"Hispanic or Latino ethnicity, men",626    ,494    ,78.9    ,463    ,73.9    ,31    ,6.3    
34,15,New Jersey,"Hispanic or Latino ethnicity, women",633    ,366    ,57.7    ,332    ,52.4    ,33    ,9.2    
34,16,New Jersey,"Married men, spouse present","1,800    ","1,373    ",76.2    ,"1,311    ",72.8    ,62    ,4.5    
34,17,New Jersey,"Married women, spouse present","1,779    ","1,073    ",60.3    ,"1,026    ",57.7    ,48    ,4.4    
34,18,New Jersey,Women who maintain families,404    ,281    ,69.6    ,256    ,63.4    ,25    ,8.9    
34,19,New Jersey,"Total, 16 to 19 years",496    ,155    ,31.3    ,130    ,26.1    ,26    ,16.6    
34,20,New Jersey,"Total, 20 to 24 years",580    ,403    ,69.5    ,352    ,60.7    ,51    ,12.5    
34,21,New Jersey,"Total, 25 to 34 years","1,123    ",918    ,81.7    ,856    ,76.2    ,62    ,6.7    
34,22,New Jersey,"Total, 35 to 44 years","1,105    ",911    ,82.5    ,865    ,78.3    ,46    ,5.0    
34,23,New Jersey,"Total, 45 to 54 years","1,266    ","1,017    ",80.3    ,964    ,76.1    ,53    ,5.2    
34,24,New Jersey,"Total, 55 to 64 years","1,173    ",827    ,70.5    ,778    ,66.3    ,49    ,5.9    
34,25,New Jersey,"Total, 65 years and over","1,314    ",291    ,22.2    ,274    ,20.9    ,17    ,5.7    
34,26,New Jersey,"Men, 16 to 19 years",251    ,86    ,34.4    ,73    ,29.2    ,13    ,15.0    
34,27,New Jersey,"Men, 20 to 24 years",297    ,218    ,73.5    ,186    ,62.6    ,32    ,14.8    
34,28,New Jersey,"Men, 25 to 34 years",574    ,518    ,90.2    ,483    ,84.1    ,35    ,6.7    
34,29,New Jersey,"Men, 35 to 44 years",524    ,484    ,92.4    ,461    ,87.9    ,23    ,4.8    
34,30,New Jersey,"Men, 45 to 54 years",615    ,537    ,87.3    ,509    ,82.8    ,28    ,5.2    
34,31,New Jersey,"Men, 55 to 64 years",563    ,434    ,77.1    ,407    ,72.3    ,27    ,6.2    
34,32,New Jersey,"Men, 65 years and over",563    ,153    ,27.2    ,142    ,25.3    ,11    ,7.1    
34,33,New Jersey,"Women, 16 to 19 years",245    ,69    ,28.2    ,56    ,23.0    ,13    ,18.5    
34,34,New Jersey,"Women, 20 to 24 years",284    ,185    ,65.3    ,167    ,58.8    ,18    ,9.9    
34,35,New Jersey,"Women, 25 to 34 years",549    ,400    ,72.9    ,373    ,68.0    ,27    ,6.8    
34,36,New Jersey,"Women, 35 to 44 years",581    ,427    ,73.6    ,405    ,69.7    ,23    ,5.3    
34,37,New Jersey,"Women, 45 to 54 years",651    ,480    ,73.7    ,455    ,69.9    ,25    ,5.2    
34,38,New Jersey,"Women, 55 to 64 years",610    ,393    ,64.4    ,371    ,60.8    ,22    ,5.6    
34,39,New Jersey,"Women, 65 years and over",751    ,138    ,18.4    ,132    ,17.6    ,6    ,4.3    
34,40,New Jersey,"White, 16 to 19 years",360    ,122    ,33.8    ,104    ,28.9    ,18    ,14.5    
34,41,New Jersey,"White, 20 to 24 years",419    ,293    ,69.9    ,261    ,62.2    ,32    ,11.0    
34,42,New Jersey,"White, 25 to 34 years",782    ,653    ,83.5    ,614    ,78.5    ,39    ,5.9    
34,43,New Jersey,"White, 35 to 44 years",796    ,649    ,81.6    ,615    ,77.3    ,34    ,5.2    
34,44,New Jersey,"White, 45 to 54 years",948    ,771    ,81.4    ,738    ,77.9    ,33    ,4.3    
34,45,New Jersey,"White, 55 to 64 years",912    ,659    ,72.3    ,626    ,68.6    ,33    ,5.0    
34,46,New Jersey,"White, 65 years and over","1,119    ",243    ,21.7    ,230    ,20.5    ,13    ,5.3    
34,48,New Jersey,"Black or African American, 20 to 24 years",94    ,65    ,69.5    ,53    ,56.8    ,12    ,18.3    
34,49,New Jersey,"Black or African American, 25 to 34 years",180    ,148    ,82.1    ,128    ,71.0    ,20    ,13.6    
34,50,New Jersey,"Black or African American, 35 to 44 years",173    ,150    ,87.2    ,143    ,82.9    ,7    ,4.9    
34,51,New Jersey,"Black or African American, 45 to 54 years",171    ,122    ,71.2    ,109    ,63.6    ,13    ,10.6    
34,52,New Jersey,"Black or African American, 55 to 64 years",171    ,101    ,59.0    ,89    ,52.4    ,11    ,11.2    
34,56,New Jersey,"Asian, 25 to 34 years",116    ,85    ,73.5    ,83    ,71.8    ,2    ,2.3    
34,57,New Jersey,"Asian, 35 to 44 years",124    ,100    ,80.8    ,96    ,77.9    ,4    ,3.6    
34,58,New Jersey,"Asian, 45 to 54 years",128    ,111    ,86.9    ,105    ,82.3    ,6    ,5.3    
34,59,New Jersey,"Asian, 55 to 64 years",81    ,61    ,75.1    ,57    ,70.3    ,4    ,6.4    
34,62,New Jersey,"Hispanic or Latino ethnicity, 20 to 24 years",131    ,90    ,68.6    ,78    ,59.7    ,12    ,13.0    
34,63,New Jersey,"Hispanic or Latino ethnicity, 25 to 34 years",301    ,237    ,78.6    ,225    ,74.6    ,12    ,5.0    
